word,zipf,pos,age_band
creepy,4.09,JJ,7-9
dazed,4.09,JJ,7-9
dorm,4.09,NN,7-9
gaia,4.09,NN,7-9
ghastly,4.09,JJ,7-9
globe,4.09,NN,7-9
gritted,4.09,JJ,7-9
introduce,4.09,VB,7-9
issues,4.09,NNS,7-9
jules,4.09,NNS,7-9
licking,4.09,VBG,7-9
meetings,4.09,NNS,7-9
melt,4.09,VB,7-9
nazis,4.09,NN,7-9
orpheus,4.09,NN,7-9
overheard,4.09,VBN,7-9
pepper,4.09,NN,7-9
performed,4.09,VBN,7-9
policy,4.09,NN,7-9
praise,4.09,NN,7-9
prayers,4.09,NNS,7-9
pregnant,4.09,JJ,7-9
pup,4.09,NN,7-9
rank,4.09,NN,7-9
romantic,4.09,JJ,7-9
rowan,4.09,NN,7-9
scientist,4.09,NN,7-9
shadowy,4.09,JJ,7-9
shakespeare,4.09,NN,7-9
shaky,4.09,JJ,7-9
squealed,4.09,VBD,7-9
standard,4.09,JJ,7-9
stroking,4.09,VBG,7-9
studio,4.09,NN,7-9
tennis,4.09,NN,7-9
tilly,4.09,RB,7-9
traitor,4.09,NN,7-9
vines,4.09,NNS,7-9
ambrose,4.08,NN,7-9
approval,4.08,NN,7-9
bertolt,4.08,NN,7-9
circular,4.08,JJ,7-9
concluded,4.08,VBD,7-9
cookies,4.08,NNS,7-9
coward,4.08,NN,7-9
creaked,4.08,VBD,7-9
curve,4.08,NN,7-9
dante,4.08,NN,10-12
decorated,4.08,VBN,7-9
dignity,4.08,NN,7-9
drama,4.08,NN,7-9
eels,4.08,NNS,7-9
emerald,4.08,NN,7-9
fearful,4.08,JJ,7-9
flush,4.08,JJ,7-9
fridge,4.08,NN,7-9
inclined,4.08,JJ,7-9
marilla,4.08,NN,10-12
minnow,4.08,NN,7-9
phrase,4.08,NN,7-9
politics,4.08,NNS,7-9
raid,4.08,NN,7-9
resa,4.08,NN,all
retired,4.08,VBN,7-9
ripping,4.08,VBG,7-9
robe,4.08,NN,7-9
scholar,4.08,NN,7-9
scooped,4.08,VBD,7-9
selfish,4.08,JJ,7-9
seventh,4.08,JJ,7-9
severe,4.08,JJ,7-9
sport,4.08,NN,7-9
tunic,4.08,NN,7-9
warehouse,4.08,NN,7-9
affairs,4.07,NNS,7-9
applied,4.07,VBD,7-9
battery,4.07,NN,7-9
bible,4.07,NN,7-9
blurted,4.07,VBD,7-9
bodkin,4.07,NN,7-9
cathedral,4.07,NN,7-9
champion,4.07,NN,7-9
charity,4.07,NN,7-9
compass,4.07,NN,7-9
containing,4.07,VBG,7-9
folds,4.07,NNS,7-9
gaping,4.07,VBG,7-9
headache,4.07,NN,7-9
heaving,4.07,NN,7-9
hooves,4.07,NNS,7-9
horrid,4.07,JJ,7-9
insect,4.07,NN,7-9
italy,4.07,NN,10-12
latter,4.07,JJ,7-9
lecture,4.07,NN,7-9
lounge,4.07,NN,7-9
loyalty,4.07,NN,7-9
maia,4.07,NN,7-9
moody,4.07,JJ,7-9
moustache,4.07,NN,7-9
musical,4.07,JJ,7-9
omri,4.07,NN,10-12
peeled,4.07,VBN,7-9
pigeon,4.07,NN,7-9
proceeded,4.07,VBD,7-9
rack,4.07,NN,7-9
relatives,4.07,NNS,7-9
scraping,4.07,VBG,7-9
siren,4.07,NN,7-9
soviet,4.07,JJ,7-9
specific,4.07,JJ,7-9
sweaty,4.07,JJ,7-9
teasing,4.07,VBG,7-9
tolly,4.07,JJ,7-9
typical,4.07,JJ,7-9
uttered,4.07,VBD,7-9
visitor,4.07,NN,7-9
accustomed,4.06,JJ,7-9
assault,4.06,NN,7-9
barracks,4.06,NN,7-9
basta,4.06,NN,all
blurred,4.06,VBN,7-9
bony,4.06,JJ,7-9
bully,4.06,NN,7-9
cardinal,4.06,NN,7-9
cigarettes,4.06,NNS,7-9
demands,4.06,NNS,7-9
documents,4.06,NNS,7-9
dollar,4.06,NN,7-9
exhaustion,4.06,NN,7-9
festival,4.06,NN,7-9
giggle,4.06,NN,7-9
greeting,4.06,NN,7-9
ho,4.06,JJ,7-9
intent,4.06,NN,7-9
layers,4.06,NNS,7-9
limited,4.06,JJ,7-9
linked,4.06,VBN,7-9
loop,4.06,NN,7-9
messy,4.06,JJ,7-9
milligan,4.06,NN,10-12
miri,4.06,NN,10-12
momma,4.06,NN,7-9
musa,4.06,NN,10-12
nudge,4.06,VB,7-9
owed,4.06,VBD,7-9
patrol,4.06,NN,7-9
phil,4.06,NN,7-9
punished,4.06,VBN,7-9
rap,4.06,NN,7-9
scanning,4.06,VBG,7-9
slavery,4.06,NN,7-9
spectacles,4.06,NNS,7-9
squadron,4.06,NN,7-9
stalls,4.06,NNS,7-9
tangle,4.06,NN,7-9
teased,4.06,VBD,7-9
thigh,4.06,NN,7-9
thirsty,4.06,JJ,7-9
thrilled,4.06,JJ,7-9
tiles,4.06,NNS,7-9
twigs,4.06,NNS,7-9
abandon,4.05,VB,7-9
admiration,4.05,NN,7-9
allies,4.05,NNS,7-9
beef,4.05,NN,7-9
bout,4.05,NN,7-9
braced,4.05,VBD,7-9
cargo,4.05,NN,7-9
cath,4.05,NN,7-9
cheers,4.05,NNS,7-9
combination,4.05,NN,7-9
cops,4.05,NNS,7-9
crate,4.05,NN,7-9
creak,4.05,VB,7-9
dame,4.05,NN,7-9
ebony,4.05,NN,7-9
edwards,4.05,NNS,7-9
elders,4.05,NNS,7-9
hanna,4.05,NN,10-12
highness,4.05,NN,7-9
identify,4.05,VB,7-9
intend,4.05,VBP,7-9
interior,4.05,NN,7-9
irritated,4.05,JJ,7-9
khan,4.05,NN,7-9
lick,4.05,VB,7-9
luggage,4.05,NN,7-9
media,4.05,NNS,7-9
mock,4.05,JJ,7-9
moral,4.05,JJ,7-9
network,4.05,NN,7-9
pier,4.05,NN,7-9
quill,4.05,NN,7-9
rays,4.05,NNS,7-9
refusing,4.05,VBG,7-9
region,4.05,NN,7-9
scotland,4.05,NN,7-9
seaweed,4.05,NN,7-9
sensitive,4.05,JJ,7-9
straining,4.05,VBG,7-9
ton,4.05,NN,7-9
tuck,4.05,NN,7-9
ugh,4.05,RB,7-9
uncomfortably,4.05,RB,7-9
urgently,4.05,RB,7-9
appropriate,4.04,JJ,7-9
arin,4.04,NN,all
blackened,4.04,VBN,7-9
blaze,4.04,NN,7-9
butterfly,4.04,NN,7-9
canal,4.04,NN,7-9
complaining,4.04,VBG,7-9
conduct,4.04,NN,7-9
depends,4.04,VBZ,7-9
desperation,4.04,NN,7-9
dismissed,4.04,VBN,7-9
dove,4.04,NN,7-9
egypt,4.04,NN,7-9
eldest,4.04,JJS,7-9
encounter,4.04,NN,7-9
freaking,4.04,VBG,7-9
guardians,4.04,NNS,7-9
handwriting,4.04,NN,7-9
hassan,4.04,NN,7-9
hilt,4.04,NN,7-9
jacks,4.04,NNS,7-9
jacobs,4.04,NNS,7-9
jase,4.04,NN,all
librarian,4.04,NN,7-9
linen,4.04,NN,7-9
lover,4.04,NN,7-9
lucretia,4.04,NN,7-9
maye,4.04,NN,7-9
micawber,4.04,NN,all
pax,4.04,NN,7-9
permanent,4.04,JJ,7-9
permitted,4.04,VBN,7-9
pleading,4.04,VBG,7-9
puppet,4.04,NN,7-9
refugees,4.04,NNS,7-9
resources,4.04,NNS,7-9
rumbling,4.04,VBG,7-9
scholars,4.04,NNS,7-9
silvery,4.04,JJ,7-9
slippery,4.04,JJ,7-9
stony,4.04,JJ,7-9
stress,4.04,NN,7-9
taran,4.04,NN,7-9
tidy,4.04,JJ,7-9
tobacco,4.04,NN,7-9
traced,4.04,VBD,7-9
turtle,4.04,NN,7-9
voyage,4.04,NN,7-9
admired,4.03,VBD,7-9
amid,4.03,IN,7-9
arrange,4.03,VB,7-9
bid,4.03,VBD,7-9
boomed,4.03,VBD,7-9
booth,4.03,NN,7-9
causes,4.03,VBZ,7-9
chaya,4.03,NN,7-9
classmates,4.03,NNS,7-9
crumbling,4.03,VBG,7-9
dorian,4.03,JJ,7-9
ensure,4.03,VB,7-9
fingernails,4.03,NNS,7-9
fluffy,4.03,JJ,7-9
footprints,4.03,NNS,7-9
grandparents,4.03,NNS,7-9
hardy,4.03,JJ,7-9
haste,4.03,NN,7-9
haze,4.03,NN,7-9
headquarters,4.03,NN,7-9
injury,4.03,NN,7-9
institute,4.03,NN,7-9
insult,4.03,NN,7-9
kidnapped,4.03,VBN,7-9
kin,4.03,NN,7-9
marianne,4.03,NN,7-9
nursery,4.03,NN,7-9
othello,4.03,NN,7-9
outline,4.03,NN,7-9
overnight,4.03,RB,7-9
posters,4.03,NNS,7-9
pub,4.03,NN,7-9
pump,4.03,NN,7-9
quarry,4.03,NN,7-9
regard,4.03,NN,7-9
religion,4.03,NN,7-9
roast,4.03,NN,7-9
rotting,4.03,VBG,7-9
scored,4.03,VBD,7-9
seldom,4.03,RB,7-9
sheriff,4.03,NN,7-9
smirk,4.03,NN,7-9
stench,4.03,NN,7-9
strict,4.03,JJ,7-9
succeed,4.03,VB,7-9
suitable,4.03,JJ,7-9
tend,4.03,VBP,7-9
tummy,4.03,NN,7-9
twists,4.03,NNS,7-9
admire,4.02,VB,7-9
anyhow,4.02,RB,7-9
bandage,4.02,NN,7-9
basin,4.02,NN,7-9
behalf,4.02,NN,7-9
briskly,4.02,RB,7-9
butterflies,4.02,NNS,7-9
chatter,4.02,NN,7-9
crackling,4.02,VBG,7-9
craft,4.02,NN,7-9
creaking,4.02,VBG,7-9
duchess,4.02,NN,7-9
dump,4.02,NN,7-9
email,4.02,NN,7-9
esperanza,4.02,NN,7-9
generation,4.02,NN,7-9
golf,4.02,NN,7-9
guitar,4.02,NN,7-9
herbs,4.02,NNS,7-9
humanity,4.02,NN,7-9
imprisoned,4.02,VBN,7-9
include,4.02,VB,7-9
junk,4.02,NN,7-9
lavinia,4.02,NN,7-9
lupin,4.02,JJ,10-12
milady,4.02,NN,7-9
miniature,4.02,JJ,7-9
ministry,4.02,NN,7-9
parent,4.02,NN,7-9
peak,4.02,NN,7-9
ping,4.02,NN,7-9
poo,4.02,VBP,7-9
portal,4.02,NN,7-9
proposed,4.02,VBN,7-9
protective,4.02,JJ,7-9
reassuring,4.02,JJ,7-9
ribbons,4.02,NNS,7-9
sade,4.02,NN,7-9
screeched,4.02,VBD,7-9
seemingly,4.02,RB,7-9
sewing,4.02,NN,7-9
sliced,4.02,VBN,7-9
soccer,4.02,NN,7-9
splashing,4.02,VBG,7-9
status,4.02,NN,7-9
stray,4.02,JJ,7-9
thanatos,4.02,NNS,10-12
tissue,4.02,NN,7-9
tribes,4.02,NNS,7-9
unfamiliar,4.02,JJ,7-9
unnatural,4.02,JJ,7-9
virtue,4.02,NN,7-9
waterfall,4.02,NN,7-9
wheelchair,4.02,NN,7-9
alcohol,4.01,NN,7-9
ambulance,4.01,NN,7-9
apply,4.01,VB,7-9
apprentice,4.01,NN,7-9
britta,4.01,NN,7-9
chuckle,4.01,NN,7-9
clamped,4.01,JJ,7-9
clatter,4.01,NN,7-9
clerk,4.01,NN,7-9
cluster,4.01,NN,7-9
coincidence,4.01,NN,7-9
cop,4.01,NN,7-9
coral,4.01,NN,7-9
crammed,4.01,VBN,7-9
cursing,4.01,VBG,7-9
cushions,4.01,NNS,7-9
devoted,4.01,VBN,7-9
emotional,4.01,JJ,7-9
expressed,4.01,VBD,7-9
faithful,4.01,JJ,7-9
flattened,4.01,VBN,7-9
healed,4.01,VBN,7-9
id,4.01,NN,7-9
injuries,4.01,NNS,7-9
insist,4.01,VBP,7-9
josef,4.01,NN,10-12
maeve,4.01,NN,7-9
merchant,4.01,NN,7-9
oath,4.01,NN,7-9
offended,4.01,JJ,7-9
orcs,4.01,NNS,7-9
padded,4.01,JJ,7-9
pierced,4.01,VBN,7-9
plaster,4.01,NN,7-9
porridge,4.01,NN,7-9
pouch,4.01,NN,7-9
precise,4.01,JJ,7-9
punish,4.01,VB,7-9
pursuit,4.01,NN,7-9
rumbled,4.01,VBD,7-9
scrape,4.01,NN,7-9
sickness,4.01,NN,7-9
solved,4.01,VBN,7-9
soothing,4.01,JJ,7-9
ss,4.01,NN,7-9
threshold,4.01,NN,7-9
tradition,4.01,NN,7-9
unseen,4.01,JJ,7-9
villagers,4.01,NNS,7-9
wart,4.01,NN,7-9
wax,4.01,NN,7-9
widow,4.01,NN,7-9
witnessed,4.01,VBN,7-9
zombie,4.01,NN,7-9
adams,4,NNS,7-9
anc,4,NN,7-9
battles,4,NNS,7-9
blister,4,NN,7-9
brom,4,NN,7-9
bum,4,NN,7-9
cafeteria,4,NN,7-9
caravan,4,NN,7-9
certainty,4,NN,7-9
cheat,4,VB,7-9
choke,4,VB,7-9
cigar,4,NN,7-9
composed,4,VBN,7-9
confessed,4,VBD,7-9
cos,4,NNS,7-9
crushing,4,VBG,7-9
cushion,4,NN,7-9
cutter,4,NN,7-9
delivery,4,NN,7-9
denied,4,VBN,7-9
destination,4,NN,7-9
donnelly,4,RB,10-12
drawings,4,NNS,7-9
garbage,4,NN,7-9
gross,4,JJ,7-9
hinges,4,NNS,7-9
hoarse,4,JJ,7-9
holmes,4,NNS,7-9
ignorant,4,JJ,7-9
imperial,4,JJ,7-9
increasingly,4,RB,7-9
located,4,VBN,7-9
manor,4,NN,7-9
maple,4,NN,7-9
oars,4,NNS,7-9
parrot,4,NN,7-9
peggotty,4,NN,all
pippin,4,NN,10-12
puddle,4,NN,7-9
riddle,4,NN,7-9
scarred,4,JJ,7-9
scraps,4,NNS,7-9
screech,4,NN,7-9
sneered,4,VBD,7-9
sometime,4,RB,7-9
stake,4,NN,7-9
stiffened,4,VBD,7-9
storage,4,NN,7-9
streaked,4,VBN,7-9
surroundings,4,NNS,7-9
tool,4,NN,7-9
tulip,4,NN,7-9
winnie,4,NN,7-9
wits,4,NNS,7-9
absurd,3.99,JJ,7-9
allison,3.99,NN,10-12
ay,3.99,RB,7-9
babe,3.99,NN,7-9
bobbing,3.99,VBG,7-9
boulder,3.99,NN,7-9
chilly,3.99,JJ,7-9
clem,3.99,NN,7-9
colony,3.99,NN,7-9
deaf,3.99,JJ,7-9
deafening,3.99,JJ,7-9
declan,3.99,NN,10-12
demanding,3.99,VBG,7-9
detention,3.99,NN,7-9
divine,3.99,JJ,7-9
doom,3.99,NN,7-9
eternity,3.99,NN,7-9
finch,3.99,NN,7-9
fireworks,3.99,NNS,7-9
fortress,3.99,NN,7-9
generations,3.99,NNS,7-9
gulp,3.99,NN,7-9
immortal,3.99,JJ,7-9
indoors,3.99,RB,7-9
laboratory,3.99,NN,7-9
lizard,3.99,NN,7-9
lunchtime,3.99,NN,7-9
mall,3.99,NN,7-9
mane,3.99,NN,7-9
mau,3.99,NN,10-12
metallic,3.99,JJ,7-9
mild,3.99,JJ,7-9
miserably,3.99,RB,7-9
mitch,3.99,NN,7-9
orphanage,3.99,NN,7-9
parlour,3.99,NN,7-9
passageway,3.99,NN,7-9
paz,3.99,NN,7-9
peek,3.99,NN,7-9
pumpkin,3.99,NN,7-9
regardless,3.99,RB,7-9
remark,3.99,NN,7-9
stallion,3.99,NN,7-9
stinging,3.99,VBG,7-9
stout,3.99,JJ,7-9
strewn,3.99,VBN,7-9
swell,3.99,NN,7-9
sylva,3.99,NN,all
tai,3.99,NN,10-12
technically,3.99,RB,7-9
tourists,3.99,NNS,7-9
triumphantly,3.99,RB,7-9
via,3.99,IN,7-9
warily,3.99,RB,7-9
williams,3.99,NNS,7-9
announcement,3.98,NN,7-9
annoyance,3.98,NN,7-9
appetite,3.98,NN,7-9
ashore,3.98,RB,7-9
bates,3.98,NNS,7-9
capitol,3.98,NN,7-9
clair,3.98,NN,7-9
countenance,3.98,NN,7-9
crates,3.98,NNS,7-9
cruelty,3.98,NN,7-9
delightful,3.98,JJ,7-9
distinct,3.98,JJ,7-9
docks,3.98,NNS,7-9
encountered,3.98,VBD,7-9
error,3.98,NN,7-9
federal,3.98,JJ,7-9
graceful,3.98,JJ,7-9
grove,3.98,NN,7-9
harvest,3.98,NN,7-9
hester,3.98,NN,7-9
hind,3.98,NN,7-9
lashed,3.98,VBD,7-9
lest,3.98,IN,7-9
litter,3.98,NN,7-9
makeup,3.98,NN,7-9
mamo,3.98,NN,10-12
mob,3.98,NN,7-9
peeked,3.98,VBD,7-9
published,3.98,VBN,7-9
pudding,3.98,NN,7-9
relations,3.98,NNS,7-9
rent,3.98,NN,7-9
reverend,3.98,NN,7-9
spluttered,3.98,VBD,7-9
strands,3.98,NNS,7-9
streak,3.98,NN,7-9
thighs,3.98,NNS,7-9
thumped,3.98,VBD,7-9
toms,3.98,NNS,7-9
vengeance,3.98,NN,7-9
vietnam,3.98,NN,7-9
wearily,3.98,RB,7-9
alaska,3.97,NN,7-9
armadillo,3.97,NN,7-9
asia,3.97,NN,7-9
banner,3.97,NN,7-9
bass,3.97,NN,7-9
bubbling,3.97,VBG,7-9
cancer,3.97,NN,7-9
cockpit,3.97,NN,7-9
commotion,3.97,NN,7-9
dani,3.97,NNS,7-9
disgusted,3.97,JJ,7-9
elses,3.97,VBZ,7-9
fighters,3.97,NNS,7-9
fro,3.97,RB,7-9
glistening,3.97,VBG,7-9
grinding,3.97,VBG,7-9
growth,3.97,NN,7-9
handy,3.97,JJ,7-9
hawk,3.97,NN,7-9
hounds,3.97,NNS,7-9
jeep,3.97,NN,7-9
jinn,3.97,NN,7-9
judgment,3.97,NN,7-9
label,3.97,NN,7-9
lev,3.97,NN,10-12
lukas,3.97,NNS,7-9
mused,3.97,VBD,7-9
nut,3.97,NN,7-9
pigeons,3.97,NNS,7-9
privacy,3.97,NN,7-9
relative,3.97,JJ,7-9
rot,3.97,VB,7-9
ruler,3.97,NN,7-9
scrub,3.97,VB,7-9
shovel,3.97,NN,7-9
shrank,3.97,VBD,7-9
simi,3.97,NNS,10-12
snarl,3.97,NN,7-9
strolled,3.97,VBD,7-9
suicide,3.97,NN,7-9
thompson,3.97,NN,10-12
thrill,3.97,NN,7-9
uneasily,3.97,RB,7-9
vital,3.97,JJ,7-9
wealthy,3.97,JJ,7-9
zombies,3.97,NNS,7-9
agatha,3.96,NN,7-9
agency,3.96,NN,7-9
appeal,3.96,NN,7-9
aunty,3.96,NN,7-9
backyard,3.96,NN,7-9
bait,3.96,NN,7-9
balloons,3.96,NNS,7-9
bandages,3.96,NNS,7-9
betray,3.96,VB,7-9
binoculars,3.96,NNS,7-9
boston,3.96,NN,10-12
bracelet,3.96,NN,7-9
bunny,3.96,NN,7-9
butler,3.96,NN,7-9
cement,3.96,NN,7-9
collins,3.96,NNS,7-9
combined,3.96,VBN,7-9
contract,3.96,NN,7-9
croaked,3.96,VBD,7-9
data,3.96,NNS,7-9
edda,3.96,NN,10-12
endure,3.96,VB,7-9
extent,3.96,NN,7-9
farmhouse,3.96,NN,7-9
foam,3.96,NN,7-9
fragments,3.96,NNS,7-9
git,3.96,VB,7-9
goblin,3.96,NN,7-9
greasy,3.96,JJ,7-9
greedy,3.96,JJ,7-9
hetty,3.96,NN,7-9
hobbits,3.96,NNS,10-12
item,3.96,NN,7-9
lever,3.96,NN,7-9
lindbergh,3.96,NN,7-9
lone,3.96,JJ,7-9
luxury,3.96,NN,7-9
maiden,3.96,NN,7-9
maintain,3.96,VB,7-9
maker,3.96,NN,7-9
maven,3.96,NN,7-9
mcgonagall,3.96,NN,10-12
mutter,3.96,VBP,7-9
nuclear,3.96,JJ,7-9
olivier,3.96,JJR,7-9
peanut,3.96,NN,7-9
perfume,3.96,NN,7-9
pricked,3.96,VBD,7-9
pronounced,3.96,JJ,7-9
ranks,3.96,NNS,7-9
saints,3.96,NNS,7-9
senor,3.96,NN,7-9
snowy,3.96,JJ,7-9
soaking,3.96,VBG,7-9
spikes,3.96,NNS,7-9
stump,3.96,NN,7-9
sunglasses,3.96,NNS,7-9
sunrise,3.96,NN,7-9
tended,3.96,VBD,7-9
traces,3.96,NNS,7-9
trench,3.96,NN,7-9
unicorn,3.96,NN,7-9
virus,3.96,NN,7-9
weep,3.96,VB,7-9
ad,3.95,NN,7-9
admiral,3.95,NN,7-9
agitated,3.95,JJ,7-9
aiming,3.95,VBG,7-9
appointed,3.95,VBN,7-9
archers,3.95,NNS,7-9
assuming,3.95,VBG,7-9
bizarre,3.95,JJ,7-9
bluejay,3.95,NN,7-9
champagne,3.95,NN,7-9
contest,3.95,NN,7-9
cookie,3.95,NN,7-9
corpses,3.95,NNS,7-9
criminals,3.95,NNS,7-9
darin,3.95,NN,10-12
dazzling,3.95,JJ,7-9
depth,3.95,NN,7-9
edison,3.95,NN,7-9
embroidered,3.95,VBN,7-9
execution,3.95,NN,7-9
fletchers,3.95,NNS,7-9
floorboards,3.95,NNS,7-9
halloween,3.95,NN,7-9
hammering,3.95,VBG,7-9
harness,3.95,NN,7-9
jug,3.95,NN,7-9
logs,3.95,NNS,7-9
magazines,3.95,NNS,7-9
makers,3.95,NNS,7-9
milky,3.95,JJ,7-9
minty,3.95,JJ,7-9
mol,3.95,NN,10-12
momentarily,3.95,RB,7-9
moth,3.95,NN,7-9
napkin,3.95,NN,7-9
nightingale,3.95,NN,7-9
parcel,3.95,NN,7-9
peeling,3.95,VBG,7-9
pillar,3.95,NN,7-9
pillars,3.95,NNS,7-9
plank,3.95,NN,7-9
recognition,3.95,NN,7-9
retorted,3.95,VBD,7-9
robinson,3.95,NN,7-9
rust,3.95,NN,7-9
screeching,3.95,VBG,7-9
scurried,3.95,VBD,7-9
selected,3.95,VBN,7-9
silky,3.95,JJ,7-9
slaughter,3.95,NN,7-9
stale,3.95,JJ,7-9
stillness,3.95,NN,7-9
strand,3.95,NN,7-9
strokes,3.95,NNS,7-9
suite,3.95,NN,7-9
throbbing,3.95,VBG,7-9
topic,3.95,NN,7-9
tricky,3.95,JJ,7-9
twig,3.95,NN,7-9
underwear,3.95,NN,7-9
unexpectedly,3.95,RB,7-9
whereas,3.95,IN,7-9
witnesses,3.95,NNS,7-9
behaved,3.94,VBD,7-9
bronwyn,3.94,NN,10-12
chet,3.94,NN,10-12
citadel,3.94,NN,7-9
comments,3.94,NNS,7-9
container,3.94,NN,7-9
crisis,3.94,NN,7-9
development,3.94,NN,7-9
doorbell,3.94,NN,7-9
doorstep,3.94,NN,7-9
evans,3.94,NNS,10-12
gingerly,3.94,RB,7-9
goblins,3.94,NNS,7-9
headlights,3.94,NNS,7-9
ideal,3.94,JJ,7-9
intensity,3.94,NN,7-9
inviting,3.94,VBG,7-9
limits,3.94,NNS,7-9
livia,3.94,NN,10-12
locket,3.94,NN,7-9
mandy,3.94,NN,7-9
merlin,3.94,NN,7-9
mexico,3.94,NN,7-9
novel,3.94,NN,7-9
performing,3.94,VBG,7-9
permit,3.94,VB,7-9
poet,3.94,NN,7-9
possibilities,3.94,NNS,7-9
proceed,3.94,VB,7-9
reassured,3.94,VBD,7-9
removing,3.94,VBG,7-9
reverse,3.94,JJ,7-9
rifles,3.94,NNS,7-9
roxy,3.94,NN,10-12
rubs,3.94,VBZ,7-9
salad,3.94,NN,7-9
smoked,3.94,VBN,7-9
stairwell,3.94,NN,7-9
steered,3.94,VBD,7-9
steve,3.94,NN,7-9
swarm,3.94,NN,7-9
tag,3.94,NN,7-9
talons,3.94,NNS,7-9
tensed,3.94,VBN,7-9
triumphant,3.94,JJ,7-9
un,3.94,JJ,7-9
undergrowth,3.94,NN,7-9
watery,3.94,JJ,7-9
acknowledge,3.93,VB,7-9
arc,3.93,NN,7-9
arrangement,3.93,NN,7-9
attractive,3.93,JJ,7-9
beau,3.93,NN,7-9
bureau,3.93,NN,7-9
chap,3.93,NN,7-9
churning,3.93,VBG,7-9
concert,3.93,NN,7-9
curses,3.93,NNS,7-9
dip,3.93,NN,7-9
drone,3.93,VB,7-9
explorer,3.93,NN,7-9
fortunate,3.93,JJ,7-9
guinevere,3.93,NN,7-9
herbie,3.93,NN,7-9
herr,3.93,NN,7-9
instincts,3.93,NNS,7-9
jersey,3.93,NN,7-9
laden,3.93,JJ,7-9
lipstick,3.93,NN,7-9
lt,3.93,NN,all
mast,3.93,NN,7-9
muzzle,3.93,NN,7-9
neighbourhood,3.93,NN,7-9
obsessed,3.93,VBN,7-9
orphans,3.93,NNS,7-9
patron,3.93,NN,7-9
pebble,3.93,NN,7-9
petals,3.93,NNS,7-9
rani,3.93,NNS,7-9
rely,3.93,VB,7-9
rover,3.93,NN,7-9
sausage,3.93,NN,7-9
scan,3.93,VBP,7-9
scowl,3.93,NN,7-9
serpent,3.93,NN,7-9
shawl,3.93,NN,7-9
slices,3.93,NNS,7-9
slick,3.93,JJ,7-9
smirked,3.93,VBD,7-9
steward,3.93,NN,7-9
tattered,3.93,JJ,7-9
tilt,3.93,NN,7-9
troll,3.93,VB,7-9
tubes,3.93,NNS,7-9
umbra,3.93,NN,7-9
uneven,3.93,JJ,7-9
vacation,3.93,NN,7-9
wilderness,3.93,NN,7-9
abroad,3.92,RB,7-9
acquaintance,3.92,NN,7-9
arose,3.92,VBD,7-9
arrangements,3.92,NNS,7-9
baffled,3.92,VBN,7-9
bobbed,3.92,VBN,7-9
boing,3.92,VBG,7-9
bonnet,3.92,NN,7-9
breasts,3.92,NNS,7-9
butcher,3.92,NN,7-9
campus,3.92,NN,7-9
celebrated,3.92,VBD,7-9
comparison,3.92,NN,7-9
conviction,3.92,NN,7-9
costumes,3.92,NNS,7-9
crest,3.92,NN,7-9
elements,3.92,NNS,7-9
eternal,3.92,JJ,7-9
exasperated,3.92,JJ,7-9
ferry,3.92,NN,7-9
files,3.92,NNS,7-9
giggles,3.92,NNS,7-9
gilded,3.92,JJ,7-9
glimmer,3.92,NN,7-9
grades,3.92,NNS,7-9
helm,3.92,NN,7-9
intact,3.92,JJ,7-9
keepers,3.92,NNS,7-9
menu,3.92,NN,7-9
mocking,3.92,VBG,7-9
moor,3.92,VB,7-9
motorcycle,3.92,NN,7-9
nickname,3.92,NN,7-9
novak,3.92,NN,7-9
numerous,3.92,JJ,7-9
petrol,3.92,NN,7-9
pooh,3.92,NN,7-9
promptly,3.92,RB,7-9
pursed,3.92,VBD,7-9
risky,3.92,JJ,7-9
ritual,3.92,NN,7-9
shutters,3.92,NNS,7-9
sire,3.92,NN,7-9
sissy,3.92,NN,7-9
smacked,3.92,VBD,7-9
snout,3.92,NN,7-9
snuck,3.92,VBD,7-9
sweetheart,3.92,NN,7-9
sympathetic,3.92,JJ,7-9
thirst,3.92,NN,7-9
threads,3.92,NNS,7-9
watchers,3.92,NNS,7-9
angles,3.91,NNS,7-9
australia,3.91,NN,7-9
baker,3.91,NN,7-9
battalion,3.91,NN,7-9
berlin,3.91,NN,7-9
bounce,3.91,VB,7-9
cannon,3.91,NN,7-9
capricorn,3.91,NN,7-9
caspian,3.91,JJ,7-9
clare,3.91,NN,7-9
clattered,3.91,VBN,7-9
coke,3.91,NN,7-9
comrades,3.91,NNS,7-9
congratulations,3.91,NNS,7-9
dam,3.91,NN,7-9
downward,3.91,RB,7-9
epics,3.91,NNS,all
executed,3.91,VBN,7-9
exploding,3.91,VBG,7-9
fatal,3.91,JJ,7-9
fella,3.91,NN,7-9
footage,3.91,NN,7-9
gorm,3.91,NN,10-12
grate,3.91,VB,7-9
gust,3.91,NN,7-9
infected,3.91,VBN,7-9
innocence,3.91,NN,7-9
issued,3.91,VBN,7-9
jealousy,3.91,NN,7-9
laced,3.91,VBD,7-9
lend,3.91,VB,7-9
magnus,3.91,NN,7-9
modest,3.91,JJ,7-9
mutters,3.91,VBZ,7-9
negative,3.91,JJ,7-9
nero,3.91,NN,7-9
nonetheless,3.91,RB,7-9
pang,3.91,NN,7-9
paradise,3.91,NN,7-9
pebbles,3.91,NNS,7-9
piggy,3.91,NN,7-9
porthos,3.91,NNS,7-9
potion,3.91,NN,7-9
primary,3.91,JJ,7-9
